GROWTH_PLATFORM_NM,SVC_LINE_NM,PRACTICE_NM,SVC_AREA_NM,CAPACITY_GROUP_NM,JRS_NM,NEW_GROWTH_PLATFORM_NM,NEW_SVC_LINE_NM,NEW_PRACTICE_NM,ECONOMIC_MODEL_NM,NEW_SVC_AREA_NM,NEW_JRS_NM,PRACTICE_TYPE_NM,JRS_ACTION,COMMENTS
Cloud Application Innovation,Next Gen EA,SAP,EAM-SAP Opportunity to Cash S4,EAM - SAP Record to Report & Controls,Package Consultant-SAP SCM GTS,Business Transformation Services,Finance & Supply Chain Transformation,SAP,Techology & SI,SAP Opportunity to Cash,,Intact,no change,
Cloud Application Innovation,Next Gen EA,SAP,EAM-SAP Procure to Pay S5,EAM - SAP HANA Procure to Pay,Package Consultant-SAP HANA SCM MM,Business Transformation Services,Finance & Supply Chain Transformation,SAP,Techology & SI,SAP Procure to Pay,,Intact,no change,
Cloud Application Innovation,Next Gen EA,SAP,EAM-SAP Procure to Pay S5,EAM - SAP Procure to Pay,Package Consultant-SAP SCM MM,Business Transformation Services,Finance & Supply Chain Transformation,SAP,Techology & SI,SAP Procure to Pay,,Intact,no change,
Cloud Application Innovation,Next Gen EA,SAP,EAM-SAP Procure to Pay S5,EAM - SAP Procure to Pay,Package Consultant-SAP SRM,Business Transformation Services,Finance & Supply Chain Transformation,SAP,Techology & SI,SAP Procure to Pay,,Intact,no change,
Cloud Application Innovation,Next Gen EA,SAP,"EAM-SAP Project, Change, & Integration Mgmt S6","EAM - SAP HANA Project, Change, GTM & Integration Mgmt",Complex Project Manager-SAP HANA,Business Transformation Services,Finance & Supply Chain Transformation,SAP,Techology & SI,"SAP Project, Change, & Integration Mgmt",,Intact,no change,
Cloud Application Innovation,Next Gen EA,SAP,"EAM-SAP Project, Change, & Integration Mgmt S6","EAM - SAP HANA Project, Change, GTM & Integration Mgmt",Learning Consultant-Application Training SAP,Business Transformation Services,Finance & Supply Chain Transformation,SAP,Techology & SI,"SAP Project, Change, & Integration Mgmt",,Intact,no change,
Cloud Application Innovation,Next Gen EA,SAP,"EAM-SAP Project, Change, & Integration Mgmt S6","EAM - SAP HANA Project, Change, GTM & Integration Mgmt",Package Consultant-EA Business Transformation & Change,Business Transformation Services,Finance & Supply Chain Transformation,SAP,Techology & SI,"SAP Project, Change, & Integration Mgmt",,Intact,no change,
Cloud Application Innovation,Next Gen EA,SAP,"EAM-SAP Project, Change, & Integration Mgmt S6","EAM - SAP HANA Project, Change, GTM & Integration Mgmt",Project Manager-SAP HANA,Business Transformation Services,Finance & Supply Chain Transformation,SAP,Techology & SI,"SAP Project, Change, & Integration Mgmt",,Intact,no change,
Cloud Application Innovation,Next Gen EA,SAP,"EAM-SAP Project, Change, & Integration Mgmt S6","EAM - SAP HANA Project, Change, GTM & Integration Mgmt",Strategy Consultant-Organizational Change SAP,Business Transformation Services,Finance & Supply Chain Transformation,SAP,Techology & SI,"SAP Project, Change, & Integration Mgmt",,Intact,no change,
Cloud Application Innovation,Next Gen EA,SAP,"EAM-SAP Project, Change, & Integration Mgmt S6","EAM - SAP Project, Change, GTM & Integration Mgmt",Business Sales & Delivery Executive-SAP,Business Transformation Services,Finance & Supply Chain Transformation,SAP,Techology & SI,"SAP Project, Change, & Integration Mgmt",,Intact,no change,
Cloud Application Innovation,Next Gen EA,SAP,"EAM-SAP Project, Change, & Integration Mgmt S6","EAM - SAP Project, Change, GTM & Integration Mgmt",Project Manager-SAP,Business Transformation Services,Finance & Supply Chain Transformation,SAP,Techology & SI,"SAP Project, Change, & Integration Mgmt",,Intact,no change,
Cloud Application Innovation,Next Gen EA,SAP,"EAM-SAP Project, Change, & Integration Mgmt S6","EAM - SAP Project, Change, GTM & Integration Mgmt",Solution Manager-Consulting Services,Business Transformation Services,Finance & Supply Chain Transformation,SAP,Techology & SI,"SAP Project, Change, & Integration Mgmt",,Intact,no change,
Cloud Application Innovation,Next Gen EA,SAP,"EAM-SAP Project, Change, & Integration Mgmt S6","EAM - SAP Project, Change, GTM & Integration Mgmt",Solution Representative-SAP,Business Transformation Services,Finance & Supply Chain Transformation,SAP,Techology & SI,"SAP Project, Change, & Integration Mgmt",,Intact,no change,
Cloud Application Innovation,Next Gen EA,SAP,EAM-SAP Record to Report & Controls S7,EAM - SAP HANA Record to Report & Controls,Package Consultant-SAP HANA FIN CO,Business Transformation Services,Finance & Supply Chain Transformation,SAP,Techology & SI,SAP Record to Report & Controls,,Intact,no change,
Cloud Application Innovation,Next Gen EA,SAP,EAM-SAP Record to Report & Controls S7,EAM - SAP HANA Record to Report & Controls,Package Consultant-SAP HANA FIN FI,Business Transformation Services,Finance & Supply Chain Transformation,SAP,Techology & SI,SAP Record to Report & Controls,,Intact,no change,
Cloud Application Innovation,Next Gen EA,SAP,EAM-SAP Record to Report & Controls S7,EAM - SAP HANA Record to Report & Controls,Package Consultant-SAP HANA FIN FICA,Business Transformation Services,Finance & Supply Chain Transformation,SAP,Techology & SI,SAP Record to Report & Controls,,Intact,no change,
Cloud Application Innovation,Next Gen EA,SAP,EAM-SAP Record to Report & Controls S7,EAM - SAP HANA Record to Report & Controls,Package Consultant-SAP HANA FIN FSCM,Business Transformation Services,Finance & Supply Chain Transformation,SAP,Techology & SI,SAP Record to Report & Controls,,Intact,no change,
Cloud Application Innovation,Next Gen EA,SAP,EAM-SAP Record to Report & Controls S7,EAM - SAP HANA Record to Report & Controls,Package Consultant-SAP HANA FIN PS,Business Transformation Services,Finance & Supply Chain Transformation,SAP,Techology & SI,SAP Record to Report & Controls,,Intact,no change,
Cloud Application Innovation,Next Gen EA,SAP,EAM-SAP Record to Report & Controls S7,EAM - SAP HANA Record to Report & Controls,Package Consultant-SAP HANA FIN REFX,Business Transformation Services,Finance & Supply Chain Transformation,SAP,Techology & SI,SAP Record to Report & Controls,,Intact,no change,
Cloud Application Innovation,Next Gen EA,SAP,EAM-SAP Record to Report & Controls S7,EAM - SAP HANA Record to Report & Controls,Package Consultant-SAP HANA FIN TR,Business Transformation Services,Finance & Supply Chain Transformation,SAP,Techology & SI,SAP Record to Report & Controls,,Intact,no change,
Cloud Application Innovation,Next Gen EA,SAP,EAM-SAP Record to Report & Controls S7,EAM - SAP HANA Record to Report & Controls,Package Consultant-SAP HANA FIN VIM,Business Transformation Services,Finance & Supply Chain Transformation,SAP,Techology & SI,SAP Record to Report & Controls,,Intact,no change,
Cloud Application Innovation,Next Gen EA,SAP,EAM-SAP Record to Report & Controls S7,EAM - SAP Record to Report & Controls,Package Consultant-SAP FIN CO,Business Transformation Services,Finance & Supply Chain Transformation,SAP,Techology & SI,SAP Record to Report & Controls,,Intact,no change,
Cloud Application Innovation,Next Gen EA,SAP,EAM-SAP Record to Report & Controls S7,EAM - SAP Record to Report & Controls,Package Consultant-SAP FIN FI,Business Transformation Services,Finance & Supply Chain Transformation,SAP,Techology & SI,SAP Record to Report & Controls,,Intact,no change,
Cloud Application Innovation,Next Gen EA,SAP,EAM-SAP Record to Report & Controls S7,EAM - SAP Record to Report & Controls,Package Consultant-SAP FIN FSCM,Business Transformation Services,Finance & Supply Chain Transformation,SAP,Techology & SI,SAP Record to Report & Controls,,Intact,no change,
Cloud Application Innovation,Next Gen EA,SAP,EAM-SAP Record to Report & Controls S7,EAM - SAP Record to Report & Controls,Package Consultant-SAP FIN PS,Business Transformation Services,Finance & Supply Chain Transformation,SAP,Techology & SI,SAP Record to Report & Controls,,Intact,no change,
Cloud Application Innovation,Next Gen EA,SAP,EAM-SAP Record to Report & Controls S7,EAM - SAP Record to Report & Controls,Package Consultant-SAP FIN TR,Business Transformation Services,Finance & Supply Chain Transformation,SAP,Techology & SI,SAP Record to Report & Controls,,Intact,no change,
Cloud Application Innovation,Next Gen EA,SAP,EAM-SAP Record to Report & Controls S7,EAM - SAP Record to Report & Controls,Package Consultant-SAP GRC,Business Transformation Services,Finance & Supply Chain Transformation,SAP,Techology & SI,SAP Record to Report & Controls,,Intact,no change,
Cloud Application Innovation,Next Gen EA,SAP,EAM-SAP Technical Infrastructure & Development S8,EAM - SAP Architect,Application Architect-SAP,Business Transformation Services,Finance & Supply Chain Transformation,SAP,Techology & SI,SAP Technical Infrastructure & Development,,Intact,no change,
Cloud Application Innovation,Next Gen EA,SAP,EAM-SAP Technical Infrastructure & Development S8,EAM - SAP Architect,Application Architect-SAP Basis,Business Transformation Services,Finance & Supply Chain Transformation,SAP,Techology & SI,SAP Technical Infrastructure & Development,,Intact,no change,
Cloud Application Innovation,Next Gen EA,SAP,EAM-SAP Technical Infrastructure & Development S8,EAM - SAP Architect,Package Consultant-SAP HANA Security,Business Transformation Services,Finance & Supply Chain Transformation,SAP,Techology & SI,SAP Technical Infrastructure & Development,,Intact,no change,
Cloud Application Innovation,Next Gen EA,SAP,EAM-SAP Technical Infrastructure & Development S8,EAM - SAP Architect,Package Consultant-SAP Solution Manager,Business Transformation Services,Finance & Supply Chain Transformation,SAP,Techology & SI,SAP Technical Infrastructure & Development,,Intact,no change,
Cloud Application Innovation,Next Gen EA,SAP,EAM-SAP Technical Infrastructure & Development S8,EAM - SAP HANA Architect,Application Architect-SAP HANA Basis,Business Transformation Services,Finance & Supply Chain Transformation,SAP,Techology & SI,SAP Technical Infrastructure & Development,,Intact,no change,
Cloud Application Innovation,Next Gen EA,SAP,EAM-SAP Technical Infrastructure & Development S8,EAM - SAP HANA Architect,Application Architect-SAP HANA Development,Business Transformation Services,Finance & Supply Chain Transformation,SAP,Techology & SI,SAP Technical Infrastructure & Development,,Intact,no change,
Cloud Application Innovation,Next Gen EA,SAP,EAM-SAP Technical Infrastructure & Development S8,EAM - SAP HANA Architect,Application Architect-SAP HANA Security,Business Transformation Services,Finance & Supply Chain Transformation,SAP,Techology & SI,SAP Technical Infrastructure & Development,,Intact,no change,
Cloud Application Innovation,Next Gen EA,SAP,EAM-SAP Technical Infrastructure & Development S8,EAM - SAP HANA Architect,Package Consultant-SAP HANA Basis,Business Transformation Services,Finance & Supply Chain Transformation,SAP,Techology & SI,SAP Technical Infrastructure & Development,,Intact,no change,
Cloud Application Innovation,Next Gen EA,Talent & Transformation Technologies,EAM-Success Factors SF,EAM - SAP SuccessFactors,Application Architect-SuccessFactors,Business Transformation Services,Talent Transformation,SAP Success Factors,Techology & SI,SAP Success Factors,,Svc Area Split,no change,
Cloud Application Innovation,Next Gen EA,Talent & Transformation Technologies,EAM-Success Factors SF,EAM - SAP SuccessFactors,Application Developer-SuccessFactors,Business Transformation Services,Talent Transformation,SAP Success Factors,Techology & SI,SAP Success Factors,,Svc Area Split,no change,
,,,,,Business Sales & Delivery Executive-SuccessFactors,Business Transformation Services,Talent Transformation,SAP Success Factors,Techology & SI,SAP Success Factors,Business Sales & Delivery Executive-SuccessFactors,Svc Area Split,add,net new JR/S. Proposed by SL/Practice - BAU Taxonomy process pending to potentially implement change.
Cloud Application Innovation,Next Gen EA,Talent & Transformation Technologies,EAM-Success Factors SF,EAM - SAP SuccessFactors,Package Consultant-SuccessFactors,Business Transformation Services,Talent Transformation,SAP Success Factors,Techology & SI,SAP Success Factors,,Svc Area Split,no change,
,,,,,Package Consultant-SuccessFactors Qualtrics Employee Experience,Business Transformation Services,Talent Transformation,SAP Success Factors,Techology & SI,SAP Success Factors,Package Consultant-SuccessFactors Qualtrics Employee Experience,Svc Area Split,add,net new JR/S. Proposed by SL/Practice - BAU Taxonomy process pending to potentially implement change.
,,,,,Package Consultant-SuccessFactors Payroll,Business Transformation Services,Talent Transformation,SAP Success Factors,Techology & SI,SAP Success Factors,Package Consultant-SuccessFactors Payroll,Svc Area Split,add,net new JR/S. Proposed by SL/Practice - BAU Taxonomy process pending to potentially implement change.
,,,,,Package Consultant-SuccessFactors WFM & Analytics,Business Transformation Services,Talent Transformation,SAP Success Factors,Techology & SI,SAP Success Factors,Package Consultant-SuccessFactors WFM & Analytics,Svc Area Split,add,net new JR/S. Proposed by SL/Practice - BAU Taxonomy process pending to potentially implement change.
,,,,,Package Consultant-SuccessFactors Time Mgmt,Business Transformation Services,Talent Transformation,SAP Success Factors,Techology & SI,SAP Success Factors,Package Consultant-SuccessFactors Time Mgmt,Svc Area Split,add,net new JR/S. Proposed by SL/Practice - BAU Taxonomy process pending to potentially implement change.
Cloud Application Innovation,Next Gen EA,Talent & Transformation Technologies,EAM-Success Factors SF,EAM - SAP SuccessFactors,Project Manager-SuccessFactors,Business Transformation Services,Talent Transformation,SAP Success Factors,Techology & SI,SAP Success Factors,,Svc Area Split,no change,
,,,,,Solution Atchitect-SuccessFactors,Business Transformation Services,Talent Transformation,SAP Success Factors,Techology & SI,SAP Success Factors,Solution Atchitect-SuccessFactors,Svc Area Split,add,net new JR/S. Proposed by SL/Practice - BAU Taxonomy process pending to potentially implement change.
Cloud Application Innovation,Next Gen EA,Talent & Transformation Technologies,EAM-Workday WA,EAM - Workday,Package Consultant-Workday Data Conversion,Business Transformation Services,Talent Transformation,Workday,Techology & SI,Workday HCM,,Svc Area Split,change,Service Area change from 'EAM-Workday WA' to 'Workday HCM'
Cloud Application Innovation,Next Gen EA,Talent & Transformation Technologies,EAM-Workday WA,EAM - Workday,Package Consultant-Workday Recruiting,Business Transformation Services,Talent Transformation,Workday,Techology & SI,Workday HCM,,Svc Area Split,change,Service Area change from 'EAM-Workday WA' to 'Workday HCM'
Cloud Application Innovation,Next Gen EA,Talent & Transformation Technologies,EAM-Workday WA,EAM - Workday,Package Consultant-Workday Reporting & BI,Business Transformation Services,Talent Transformation,Workday,Techology & SI,Workday HCM,,Svc Area Split,change,Service Area change from 'EAM-Workday WA' to 'Workday HCM'
Cloud Application Innovation,Next Gen EA,Talent & Transformation Technologies,EAM-Workday WA,EAM - Workday,Package Consultant-Workday Talent Management,Business Transformation Services,Talent Transformation,Workday,Techology & SI,Workday HCM,,Svc Area Split,change,Service Area change from 'EAM-Workday WA' to 'Workday HCM'
Cloud Application Innovation,Next Gen EA,Talent & Transformation Technologies,EAM-Workday WA,EAM - Workday,Solution Architect-Workday,Business Transformation Services,Talent Transformation,Workday,Techology & SI,Workday HCM,,Svc Area Split,change,Service Area change from 'EAM-Workday WA' to 'Workday HCM'
Cloud Application Innovation,Next Gen EA,Talent & Transformation Technologies,EAM-Workday WA,EAM - Workday Comp Benefits,Package Consultant-Workday Benefits & Compensation,Business Transformation Services,Talent Transformation,Workday,Techology & SI,Workday HCM,,Svc Area Split,change,Service Area change from 'EAM-Workday WA' to 'Workday HCM'
Cloud Application Innovation,Next Gen EA,Talent & Transformation Technologies,EAM-Workday WA,EAM - Workday Financials,Package Consultant-Workday Finance Cash & Assets,Business Transformation Services,Talent Transformation,Workday,Techology & SI,Workday Financials,,Svc Area Split,change,Service Area change from 'EAM-Workday WA' to 'Workday Financials'
